"date","month","day","hour","trip_count","is_weekend","is_holiday","apparent_temperature","wind_speed","is_day","temperature","relative_humidity","precipitation","weather_code","season"
2024-01-01,1,1,0,29,0,1,9.4,5,0,11.4,64,0,2,"winter"
2024-01-01,1,1,5,25,0,1,8,3.9,0,9.4,85,0,3,"winter"
2024-01-01,1,1,6,36,0,1,8.3,2.6,0,9.6,80,0,3,"winter"
2024-01-01,1,1,7,55,0,1,8.7,2.2,0,9.9,79,0,3,"winter"
2024-01-01,1,1,8,46,0,1,9.1,1.3,1,10.2,78,0,3,"winter"
2024-01-01,1,1,9,85,0,1,10.5,0.4,1,11.4,72,0,3,"winter"
2024-01-01,1,1,10,117,0,1,13.2,2.5,1,14.3,61,0,2,"winter"
2024-01-01,1,1,11,141,0,1,16,5.1,1,17.2,56,0,2,"winter"
2024-01-01,1,1,12,157,0,1,19.9,5.2,1,20,49,0,1,"winter"
2024-01-01,1,1,13,232,0,1,21.1,6.7,1,21.6,41,0,3,"winter"
2024-01-01,1,1,14,267,0,1,21.2,7.7,1,22.7,34,0,3,"winter"
2024-01-01,1,1,15,272,0,1,21.3,7.7,1,23.4,29,0,3,"winter"
2024-01-01,1,1,16,236,0,1,21.1,6.3,1,23.6,26,0,2,"winter"
2024-01-01,1,1,17,273,0,1,20.9,4.8,1,23.2,27,0,3,"winter"
2024-01-01,1,1,18,310,0,1,20.2,7.3,1,22.4,33,0,3,"winter"
2024-01-01,1,1,19,314,0,1,18.7,7.9,0,20.1,48,0,3,"winter"
2024-01-01,1,1,20,274,0,1,17.5,6.5,0,19.1,47,0,3,"winter"
2024-01-01,1,1,21,215,0,1,16.1,5.6,0,18,44,0,3,"winter"
2024-01-01,1,1,22,123,0,1,15.2,5.5,0,17.2,45,0,3,"winter"
2024-01-01,1,1,23,58,0,1,14.9,5.6,0,16.6,51,0,3,"winter"
2024-01-02,1,2,0,18,0,0,14.3,4.8,0,15.5,61,0,3,"winter"
2024-01-02,1,2,5,57,0,0,12.3,4,0,13,79,0,3,"winter"
2024-01-02,1,2,6,222,0,0,11.2,3.3,0,11.9,83,0,3,"winter"
2024-01-02,1,2,7,424,0,0,11.1,3.1,0,11.7,86,0,3,"winter"
2024-01-02,1,2,8,711,0,0,10.7,3.3,1,11.3,88,0,3,"winter"
2024-01-02,1,2,9,446,0,0,12.1,2.1,1,12.5,84,0,3,"winter"
2024-01-02,1,2,10,410,0,0,15.4,2.3,1,15.8,68,0,3,"winter"
2024-01-02,1,2,11,415,0,0,17.1,2.2,1,17.5,60,0,3,"winter"
2024-01-02,1,2,12,433,0,0,18.9,1.9,1,19.7,45,0,3,"winter"
2024-01-02,1,2,13,546,0,0,18.9,5.5,1,21,34,0,3,"winter"
2024-01-02,1,2,14,687,0,0,19.9,9.4,1,22.3,30,0,3,"winter"
2024-01-02,1,2,15,689,0,0,18.9,11.2,1,22.3,27,0,3,"winter"
2024-01-02,1,2,16,698,0,0,18.8,12.6,1,22.3,28,0,3,"winter"
2024-01-02,1,2,17,862,0,0,18.3,11.9,1,21.8,28,0,3,"winter"
2024-01-02,1,2,18,1158,0,0,17.1,7.3,1,19.9,32,0,3,"winter"
2024-01-02,1,2,19,816,0,0,15.7,5.1,0,18.2,35,0,3,"winter"
2024-01-02,1,2,20,520,0,0,14.3,4.7,0,16.7,39,0,3,"winter"
2024-01-02,1,2,21,385,0,0,12.9,4.8,0,15.3,42,0,3,"winter"
2024-01-02,1,2,22,187,0,0,11.7,4.7,0,14.1,45,0,3,"winter"
2024-01-02,1,2,23,91,0,0,10.8,5,0,13.2,48,0,3,"winter"
2024-01-03,1,3,0,42,0,0,10.8,3.7,0,12.7,57,0,3,"winter"
2024-01-03,1,3,5,85,0,0,8.3,3.1,0,10.1,69,0,0,"winter"
2024-01-03,1,3,6,252,0,0,7.5,3.1,0,9.2,74,0,0,"winter"
2024-01-03,1,3,7,555,0,0,7.4,2.5,0,9.1,74,0,0,"winter"
2024-01-03,1,3,8,904,0,0,7.7,2.6,1,9.3,75,0,0,"winter"
2024-01-03,1,3,9,540,0,0,10.2,0.7,1,11.4,68,0,0,"winter"
2024-01-03,1,3,10,433,0,0,13.7,3.2,1,15.2,55,0,0,"winter"
2024-01-03,1,3,11,439,0,0,17,5.2,1,18,52,0,0,"winter"
2024-01-03,1,3,12,499,0,0,20,4,1,19.9,46,0,0,"winter"
2024-01-03,1,3,13,618,0,0,22.5,2.3,1,21.8,40,0,0,"winter"
2024-01-03,1,3,14,761,0,0,24.1,2.3,1,23.5,36,0,0,"winter"
2024-01-03,1,3,15,788,0,0,24.4,4.4,1,24.8,31,0,0,"winter"
2024-01-03,1,3,16,765,0,0,22.8,8.6,1,25.2,27,0,0,"winter"
2024-01-03,1,3,17,1042,0,0,21.1,11.8,1,24.5,24,0,0,"winter"
2024-01-03,1,3,18,1439,0,0,19.6,9.2,1,23.4,18,0,1,"winter"
2024-01-03,1,3,19,940,0,0,17.1,6.1,0,20.3,24,0,1,"winter"
2024-01-03,1,3,20,580,0,0,14.3,6.3,0,17.7,25,0,0,"winter"
2024-01-03,1,3,21,446,0,0,12.5,6.3,0,15.9,29,0,0,"winter"
2024-01-03,1,3,22,225,0,0,11.6,5.8,0,14.5,38,0,0,"winter"
2024-01-03,1,3,23,103,0,0,10.8,5.6,0,13.4,47,0,0,"winter"
2024-01-04,1,4,0,49,0,0,11,5.5,0,13,58,0,0,"winter"
2024-01-04,1,4,5,91,0,0,8.5,3.7,0,9.4,96,0,45,"winter"
2024-01-04,1,4,6,287,0,0,8.4,3.3,0,9.2,97,0,45,"winter"
2024-01-04,1,4,7,548,0,0,8.3,2.9,0,9.1,95,0,0,"winter"
2024-01-04,1,4,8,984,0,0,8.1,3.4,1,9.1,95,0,45,"winter"
2024-01-04,1,4,9,593,0,0,10.8,1.8,1,11.2,88,0,3,"winter"
2024-01-04,1,4,10,493,0,0,14.8,2.3,1,14.9,76,0,3,"winter"
2024-01-04,1,4,11,467,0,0,17,3,1,17.4,62,0,1,"winter"
2024-01-04,1,4,12,538,0,0,20.5,1.5,1,19.7,53,0,1,"winter"
2024-01-04,1,4,13,629,0,0,22.1,4.3,1,21.7,44,0,2,"winter"
2024-01-04,1,4,14,771,0,0,22.5,8.8,1,23.4,33,0,0,"winter"
2024-01-04,1,4,15,879,0,0,21.6,12.6,1,24.3,23,0,0,"winter"
2024-01-04,1,4,16,767,0,0,20.1,14.5,1,24.1,22,0,0,"winter"
2024-01-04,1,4,17,1066,0,0,19.2,14.5,1,23.3,22,0,0,"winter"
2024-01-04,1,4,18,1438,0,0,17.6,12.5,1,22.1,17,0,0,"winter"
2024-01-04,1,4,19,984,0,0,16,8.9,0,19.2,30,0,0,"winter"
2024-01-04,1,4,20,625,0,0,14.9,6.6,0,17.2,42,0,0,"winter"
2024-01-04,1,4,21,450,0,0,13.8,5.5,0,15.8,49,0,0,"winter"
2024-01-04,1,4,22,269,0,0,12.5,5.5,0,14.4,55,0,0,"winter"
2024-01-04,1,4,23,120,0,0,11.3,5.6,0,13.2,59,0,0,"winter"
2024-01-05,1,5,0,58,0,0,10.9,5.2,0,12.9,58,0,0,"winter"
2024-01-05,1,5,5,80,0,0,8.6,4.7,0,9.9,85,0,0,"winter"
2024-01-05,1,5,6,251,0,0,7.9,3.8,0,9.1,91,0,0,"winter"
2024-01-05,1,5,7,554,0,0,7.3,3.4,0,8.5,92,0,1,"winter"
2024-01-05,1,5,8,911,0,0,6.8,3.9,1,8.1,93,0,1,"winter"
2024-01-05,1,5,9,645,0,0,9.8,2.8,1,10.8,80,0,0,"winter"
2024-01-05,1,5,10,490,0,0,14.7,1,1,15.4,61,0,1,"winter"
2024-01-05,1,5,11,482,0,0,17,2.6,1,17.6,53,0,2,"winter"
2024-01-05,1,5,12,545,0,0,19.6,6.6,1,20.3,40,0,1,"winter"
2024-01-05,1,5,13,583,0,0,20.5,11.2,1,22.2,31,0,1,"winter"
2024-01-05,1,5,14,789,0,0,20.3,16.7,1,23.2,26,0,1,"winter"
2024-01-05,1,5,15,812,0,0,20.1,17.7,1,23.1,32,0,3,"winter"
2024-01-05,1,5,16,769,0,0,18.7,18.2,1,23.2,25,0,0,"winter"
2024-01-05,1,5,17,1000,0,0,18.3,16.6,1,22.6,25,0,2,"winter"
2024-01-05,1,5,18,1256,0,0,17.7,13.7,1,21.4,29,0,3,"winter"
2024-01-05,1,5,19,924,0,0,17.2,8.3,0,19.7,37,0,3,"winter"
2024-01-05,1,5,20,636,0,0,15.8,5.8,0,18.1,39,0,1,"winter"
2024-01-05,1,5,21,464,0,0,14.1,4.8,0,16.4,42,0,1,"winter"
2024-01-05,1,5,22,275,0,0,12.1,5,0,14.5,46,0,2,"winter"
2024-01-05,1,5,23,146,0,0,10.9,4.7,0,13.1,52,0,3,"winter"
2024-01-06,1,6,0,100,1,0,10,5,0,12.1,59,0,3,"winter"
2024-01-06,1,6,5,46,1,0,8.4,3.8,0,9.4,92,0,0,"winter"
2024-01-06,1,6,6,131,1,0,6.9,2.9,0,8,95,0,0,"winter"
2024-01-06,1,6,7,247,1,0,6.7,2.6,0,7.8,95,0,0,"winter"
2024-01-06,1,6,8,414,1,0,6.9,2.3,1,8,94,0,0,"winter"
2024-01-06,1,6,9,449,1,0,9.5,0.5,1,10.2,85,0,0,"winter"
2024-01-06,1,6,10,507,1,0,12.8,2.9,1,14,64,0,0,"winter"
2024-01-06,1,6,11,524,1,0,15.7,4.3,1,16.7,55,0,0,"winter"
2024-01-06,1,6,12,637,1,0,19.6,1.9,1,19.5,44,0,0,"winter"
2024-01-06,1,6,13,819,1,0,21.1,8.3,1,22.2,30,0,0,"winter"
2024-01-06,1,6,14,897,1,0,21.1,14.5,1,23.6,25,0,1,"winter"
2024-01-06,1,6,15,708,1,0,20.8,17.9,1,23.9,28,0,2,"winter"
2024-01-06,1,6,16,552,1,0,19.2,19.8,1,23.5,27,0,2,"winter"
2024-01-06,1,6,17,536,1,0,18.4,18.7,1,22.5,31,0,1,"winter"
2024-01-06,1,6,18,483,1,0,17.6,14.1,1,20.6,39,0,2,"winter"
2024-01-06,1,6,19,410,1,0,16.4,10.1,0,18.5,49,0,2,"winter"
2024-01-06,1,6,20,408,1,0,15.4,7.9,0,16.9,58,0,2,"winter"
2024-01-06,1,6,21,326,1,0,14.3,5.4,0,15.6,61,0,3,"winter"
2024-01-06,1,6,22,245,1,0,13.4,4,0,14.5,65,0,3,"winter"
2024-01-06,1,6,23,135,1,0,12.4,3.8,0,13.5,69,0,3,"winter"
2024-01-07,1,7,0,101,1,0,11.4,3.3,0,12.4,75,0,3,"winter"
2024-01-07,1,7,5,33,1,0,11.4,2.1,0,12.2,77,0,3,"winter"
2024-01-07,1,7,6,80,1,0,10.9,1.8,0,11.6,81,0,3,"winter"
2024-01-07,1,7,7,110,1,0,11,2,0,11.7,80,0,3,"winter"
2024-01-07,1,7,8,203,1,0,11.2,0.8,1,11.7,81,0,3,"winter"
2024-01-07,1,7,9,351,1,0,11.8,1,1,12.2,80,0,3,"winter"
2024-01-07,1,7,10,598,1,0,14,0.8,1,14.2,74,0,3,"winter"
2024-01-07,1,7,11,784,1,0,16.1,1.8,1,16.2,68,0,3,"winter"
2024-01-07,1,7,12,846,1,0,16.7,1.5,1,16.8,65,0,3,"winter"
2024-01-07,1,7,13,790,1,0,18.6,1,1,18.7,57,0,3,"winter"
2024-01-07,1,7,14,581,1,0,19.1,4.4,1,19.9,51,0,3,"winter"
2024-01-07,1,7,15,508,1,0,19.9,7.4,1,21.2,46,0,3,"winter"
2024-01-07,1,7,16,405,1,0,19.5,12.2,1,21.3,48,0,2,"winter"
2024-01-07,1,7,17,376,1,0,20.2,10.7,1,21.5,51,0,2,"winter"
2024-01-07,1,7,18,383,1,0,18.9,15.1,1,21.3,46,0.1,2,"winter"
2024-01-07,1,7,19,423,1,0,18.3,8.4,0,19.4,55,0,1,"winter"
2024-01-07,1,7,20,386,1,0,17.5,4.6,0,17.9,63,0,1,"winter"
2024-01-07,1,7,21,272,1,0,16.6,3.1,0,16.7,69,0,1,"winter"
2024-01-07,1,7,22,182,1,0,15.3,3.6,0,15.4,76,0,1,"winter"
2024-01-07,1,7,23,68,1,0,14.4,3.7,0,14.5,82,0,2,"winter"
2024-01-08,1,8,0,30,0,0,13.3,3.2,0,13.4,85,0,2,"winter"
2024-01-08,1,8,5,96,0,0,12.3,3.3,0,12.5,91,0,1,"winter"
2024-01-08,1,8,6,326,0,0,12,3.6,0,12.2,92,0,1,"winter"
2024-01-08,1,8,7,712,0,0,11.6,3.6,0,11.8,94,0,1,"winter"
2024-01-08,1,8,8,1059,0,0,11.5,3.5,1,11.8,93,0,2,"winter"
2024-01-08,1,8,9,700,0,0,13.8,2.6,1,13.8,85,0,2,"winter"
2024-01-08,1,8,10,530,0,0,17,3.8,1,17,71,0,1,"winter"
2024-01-08,1,8,11,511,0,0,18,13.4,1,19.5,59,0,2,"winter"
2024-01-08,1,8,12,581,0,0,19.2,20,1,21.4,52,0,1,"winter"
2024-01-08,1,8,13,658,0,0,20.2,22.5,1,22.7,46,0,2,"winter"
2024-01-08,1,8,14,836,0,0,20.4,24.1,1,23.5,40,0,3,"winter"
2024-01-08,1,8,15,890,0,0,19.5,24.5,1,23.5,38,0,3,"winter"
2024-01-08,1,8,16,812,0,0,19.6,24,1,23.7,36,0,2,"winter"
2024-01-08,1,8,17,1166,0,0,18.9,22.6,1,22.8,37,0,2,"winter"
2024-01-08,1,8,18,1540,0,0,18.7,17.3,1,21.9,39,0,1,"winter"
2024-01-08,1,8,19,1058,0,0,17.8,12.9,0,20.1,46,0,2,"winter"
2024-01-08,1,8,20,667,0,0,16.8,10.5,0,18.5,55,0,0,"winter"
2024-01-08,1,8,21,510,0,0,16,8.6,0,17.1,64,0,1,"winter"
2024-01-08,1,8,22,245,0,0,15.6,6,0,16.2,70,0,2,"winter"
2024-01-08,1,8,23,108,0,0,14.6,4.6,0,15.2,73,0,3,"winter"
2024-01-09,1,9,0,43,0,0,13.3,4,0,13.9,77,0,3,"winter"
2024-01-09,1,9,5,92,0,0,8.5,3.8,0,9.8,85,0,1,"winter"
2024-01-09,1,9,6,330,0,0,7.2,3.1,0,8.3,94,0,1,"winter"
2024-01-09,1,9,7,765,0,0,6.6,2.8,0,7.9,92,0,3,"winter"
2024-01-09,1,9,8,1175,0,0,6.6,3.1,1,8,89,0,3,"winter"
2024-01-09,1,9,9,734,0,0,9.1,1.6,1,10.3,77,0,3,"winter"
2024-01-09,1,9,10,534,0,0,13.1,3.4,1,14.3,63,0,3,"winter"
2024-01-09,1,9,11,536,0,0,15.7,4.6,1,17.1,53,0,3,"winter"
2024-01-09,1,9,12,548,0,0,18.5,3.2,1,19.3,47,0,3,"winter"
2024-01-09,1,9,13,712,0,0,20.6,2.9,1,21.1,38,0,3,"winter"
2024-01-09,1,9,14,849,0,0,22,5,1,23.2,26,0,3,"winter"
2024-01-09,1,9,15,937,0,0,21.8,8.5,1,24.6,16,0,3,"winter"
2024-01-09,1,9,16,869,0,0,20.5,10.6,1,24.7,13,0,1,"winter"
2024-01-09,1,9,17,1168,0,0,19.8,10.2,1,24,15,0,2,"winter"
2024-01-09,1,9,18,1557,0,0,19,8.3,1,22.3,23,0,3,"winter"
2024-01-09,1,9,19,1065,0,0,17.7,5.5,0,20.2,31,0,3,"winter"
2024-01-09,1,9,20,707,0,0,15.7,6.3,0,18.3,35,0,3,"winter"
2024-01-09,1,9,21,523,0,0,14.8,5.8,0,17.1,42,0,3,"winter"
2024-01-09,1,9,22,279,0,0,14,5.4,0,16.1,47,0,3,"winter"
2024-01-09,1,9,23,126,0,0,12.9,5.2,0,14.9,51,0,3,"winter"
2024-01-10,1,10,0,51,0,0,11.8,5,0,13.8,53,0,3,"winter"
2024-01-10,1,10,5,94,0,0,9.5,3.8,0,10.5,86,0,2,"winter"
2024-01-10,1,10,6,337,0,0,8.4,3.1,0,9.6,86,0,3,"winter"
2024-01-10,1,10,7,759,0,0,7.9,2.7,0,9.1,86,0,3,"winter"
2024-01-10,1,10,8,1183,0,0,7.3,3.4,1,8.7,87,0,3,"winter"
2024-01-10,1,10,9,712,0,0,9.5,2.7,1,10.8,76,0,3,"winter"
2024-01-10,1,10,10,501,0,0,13.7,3.4,1,15.1,56,0,3,"winter"
2024-01-10,1,10,11,538,0,0,16.3,4.7,1,18,43,0,2,"winter"
2024-01-10,1,10,12,581,0,0,18.8,6.6,1,20.2,34,0,3,"winter"
2024-01-10,1,10,13,748,0,0,20.4,10.6,1,22.2,28,0,3,"winter"
2024-01-10,1,10,14,869,0,0,20.8,14.1,1,23.3,27,0,3,"winter"
2024-01-10,1,10,15,880,0,0,19.8,17.6,1,24,23,0,3,"winter"
2024-01-10,1,10,16,878,0,0,18.3,20.5,1,23,26,0,3,"winter"
2024-01-10,1,10,17,1245,0,0,17.6,19.2,1,21.6,34,0,3,"winter"
2024-01-10,1,10,18,1517,0,0,17.5,14.1,1,20.6,39,0,3,"winter"
2024-01-10,1,10,19,1082,0,0,16.9,9.6,0,18.8,49,0,3,"winter"
2024-01-10,1,10,20,695,0,0,16,6.9,0,17.6,52,0,3,"winter"
2024-01-10,1,10,21,514,0,0,14.8,5.9,0,16.4,55,0,3,"winter"
2024-01-10,1,10,22,243,0,0,13.8,4.8,0,15.2,58,0,3,"winter"
2024-01-10,1,10,23,140,0,0,12.6,4.3,0,14,62,0,3,"winter"
2024-01-11,1,11,0,68,0,0,11.6,4.2,0,12.8,70,0,3,"winter"
2024-01-11,1,11,5,91,0,0,9.2,3.6,0,10.5,80,0,3,"winter"
2024-01-11,1,11,6,343,0,0,8.3,2.9,0,9.5,86,0,3,"winter"
2024-01-11,1,11,7,742,0,0,8.4,2.4,0,9.3,89,0,3,"winter"
2024-01-11,1,11,8,1178,0,0,8.6,2.7,1,9.6,88,0,3,"winter"
2024-01-11,1,11,9,734,0,0,10.5,1.4,1,11.2,82,0,3,"winter"
2024-01-11,1,11,10,529,0,0,13.9,3.3,1,14.5,73,0,3,"winter"
2024-01-11,1,11,11,546,0,0,16.3,4.8,1,17.1,62,0,3,"winter"
2024-01-11,1,11,12,595,0,0,18.2,3.2,1,18.9,53,0,3,"winter"
2024-01-11,1,11,13,721,0,0,21.3,1.9,1,21.1,43,0,3,"winter"
2024-01-11,1,11,14,858,0,0,21.9,6.3,1,23.5,28,0,3,"winter"
2024-01-11,1,11,15,923,0,0,20.8,14.1,1,25,15,0,3,"winter"
2024-01-11,1,11,16,869,0,0,19.6,17,1,24.2,21,0,3,"winter"
2024-01-11,1,11,17,1148,0,0,19.2,15.7,1,23.4,23,0,3,"winter"
2024-01-11,1,11,18,1529,0,0,18.8,10.9,1,22,29,0,3,"winter"
2024-01-11,1,11,19,1012,0,0,17.8,7,0,19.8,40,0,2,"winter"
2024-01-11,1,11,20,691,0,0,16.7,5.9,0,18.1,51,0,3,"winter"
2024-01-11,1,11,21,522,0,0,15.8,5.5,0,17.1,56,0,2,"winter"
2024-01-11,1,11,22,245,0,0,14.9,5.2,0,16.1,59,0,2,"winter"
2024-01-11,1,11,23,141,0,0,14,5.4,0,15.2,64,0,2,"winter"
2024-01-12,1,12,0,77,0,0,13.6,4,0,14.4,72,0,2,"winter"
2024-01-12,1,12,5,90,0,0,9.5,2.8,0,10.5,83,0,3,"winter"
2024-01-12,1,12,6,323,0,0,10.1,1.1,0,10.8,82,0,3,"winter"
2024-01-12,1,12,7,706,0,0,10.4,0.5,0,11,80,0,3,"winter"
2024-01-12,1,12,8,1121,0,0,10.1,0.8,1,10.8,82,0,3,"winter"
2024-01-12,1,12,9,756,0,0,11.2,0.7,1,11.8,78,0,3,"winter"
2024-01-12,1,12,10,569,0,0,14.2,2.2,1,14.9,65,0,3,"winter"
2024-01-12,1,12,11,523,0,0,16.8,4,1,17.7,55,0,3,"winter"
2024-01-12,1,12,12,577,0,0,19.7,4,1,20,45,0,3,"winter"
2024-01-12,1,12,13,721,0,0,21.3,2.4,1,21.8,35,0,3,"winter"
2024-01-12,1,12,14,887,0,0,21.8,1.1,1,23,29,0,3,"winter"
2024-01-12,1,12,15,894,0,0,22.4,1,1,23.7,31,0,3,"winter"
2024-01-12,1,12,16,857,0,0,22.5,3.4,1,24.4,27,0,3,"winter"
2024-01-12,1,12,17,1062,0,0,21.5,6.2,1,24.9,16,0,3,"winter"
2024-01-12,1,12,18,1369,0,0,20.7,5.8,1,24.6,11,0,3,"winter"
2024-01-12,1,12,19,939,0,0,19,4.4,0,22,21,0,3,"winter"
2024-01-12,1,12,20,637,0,0,17.6,4.3,0,19.9,32,0,3,"winter"
2024-01-12,1,12,21,535,0,0,16.5,4.3,0,18.4,40,0,3,"winter"
2024-01-12,1,12,22,299,0,0,15.4,4.5,0,17.4,43,0,3,"winter"
2024-01-12,1,12,23,171,0,0,14.4,4.9,0,16.6,42,0,3,"winter"
2024-01-13,1,13,0,112,1,0,12.3,5.2,0,15,39,0,3,"winter"
2024-01-13,1,13,5,43,1,0,9.7,3.6,0,12.4,40,0,3,"winter"
2024-01-13,1,13,6,138,1,0,9,2.8,0,11.5,45,0,3,"winter"
2024-01-13,1,13,7,253,1,0,9.1,2.5,0,11.5,47,0,3,"winter"
2024-01-13,1,13,8,454,1,0,9,2.9,1,11.3,50,0,3,"winter"
2024-01-13,1,13,9,492,1,0,10.9,2,1,12.8,51,0,2,"winter"
2024-01-13,1,13,10,515,1,0,15.8,1.5,1,17.6,39,0,1,"winter"
2024-01-13,1,13,11,587,1,0,19,2,1,20.5,34,0,1,"winter"
2024-01-13,1,13,12,648,1,0,21.9,0.7,1,22.6,27,0,2,"winter"
2024-01-13,1,13,13,840,1,0,23.2,3.7,1,24.7,19,0,3,"winter"
2024-01-13,1,13,14,886,1,0,23.5,8.1,1,26.3,11,0,3,"winter"
2024-01-13,1,13,15,721,1,0,22.8,11.9,1,26.8,9,0,1,"winter"
2024-01-13,1,13,16,555,1,0,21.7,12.7,1,26.4,10,0,1,"winter"
2024-01-13,1,13,17,522,1,0,21.5,11.5,1,25.6,16,0,1,"winter"
2024-01-13,1,13,18,564,1,0,20.7,7.6,1,24,20,0,3,"winter"
2024-01-13,1,13,19,503,1,0,19,4.7,0,21.7,25,0,3,"winter"
2024-01-13,1,13,20,413,1,0,16.5,5.5,0,19.5,26,0,3,"winter"
2024-01-13,1,13,21,415,1,0,15.1,5.4,0,18.3,25,0,3,"winter"
2024-01-13,1,13,22,276,1,0,14,4.9,0,17.2,25,0,3,"winter"
2024-01-13,1,13,23,195,1,0,12.9,4.8,0,16.3,25,0,3,"winter"
2024-01-14,1,14,0,93,1,0,11.8,4.4,0,15.2,26,0,3,"winter"
2024-01-14,1,14,5,33,1,0,10.1,3.1,0,13,35,0,3,"winter"
2024-01-14,1,14,6,100,1,0,9,2.3,0,11.5,43,0,3,"winter"
2024-01-14,1,14,7,149,1,0,9.5,1.3,0,11.7,46,0,3,"winter"
2024-01-14,1,14,8,267,1,0,9.9,1.1,1,12,47,0,1,"winter"
2024-01-14,1,14,9,556,1,0,11.1,1,1,13.2,44,0,1,"winter"
2024-01-14,1,14,10,698,1,0,14,2.5,1,16,41,0,2,"winter"
2024-01-14,1,14,11,825,1,0,16.9,4.4,1,19,36,0,1,"winter"
2024-01-14,1,14,12,943,1,0,20.7,3.2,1,21.8,29,0,2,"winter"
2024-01-14,1,14,13,779,1,0,23,1.9,1,23.6,24,0,2,"winter"
2024-01-14,1,14,14,559,1,0,24.6,1.8,1,25.1,22,0,1,"winter"
2024-01-14,1,14,15,564,1,0,24.7,2.8,1,26.3,20,0,1,"winter"
2024-01-14,1,14,16,434,1,0,23.6,6.5,1,26.8,16,0,2,"winter"
2024-01-14,1,14,17,414,1,0,22.2,9.8,1,26.4,12,0,2,"winter"
2024-01-14,1,14,18,442,1,0,21.3,8.3,1,24.9,17,0,2,"winter"
2024-01-14,1,14,19,444,1,0,19.6,5.2,0,22.4,23,0,2,"winter"
2024-01-14,1,14,20,374,1,0,17,5.7,0,20.3,21,0,2,"winter"
2024-01-14,1,14,21,349,1,0,15,6.3,0,18.7,19,0,3,"winter"
2024-01-14,1,14,22,198,1,0,14.4,6.2,0,18.3,17,0,3,"winter"
2024-01-14,1,14,23,89,1,0,14.7,6.6,0,18.5,19,0,3,"winter"
2024-01-15,1,15,0,43,0,0,13.1,5.5,0,16.4,28,0,2,"winter"
2024-01-15,1,15,5,79,0,0,10.8,4.1,0,12.6,61,0,1,"winter"
2024-01-15,1,15,6,332,0,0,9.3,3.8,0,11,68,0,0,"winter"
2024-01-15,1,15,7,705,0,0,8.5,3.6,0,10,75,0,0,"winter"
2024-01-15,1,15,8,1090,0,0,8,3.9,1,9.6,78,0,0,"winter"
2024-01-15,1,15,9,693,0,0,11.2,2.3,1,12.4,69,0,0,"winter"
2024-01-15,1,15,10,560,0,0,16,2.9,1,17.1,52,0,0,"winter"
2024-01-15,1,15,11,569,0,0,19.1,3.2,1,20,44,0,0,"winter"
2024-01-15,1,15,12,571,0,0,22.1,0.5,1,21.9,36,0,0,"winter"
2024-01-15,1,15,13,751,0,0,24.7,0.8,1,24.1,30,0,0,"winter"
2024-01-15,1,15,14,856,0,0,26.2,1.4,1,26,24,0,0,"winter"
2024-01-15,1,15,15,970,0,0,26,3.7,1,27.3,18,0,0,"winter"
2024-01-15,1,15,16,910,0,0,24.5,6.1,1,27.6,13,0,0,"winter"
2024-01-15,1,15,17,1198,0,0,23,8.3,1,27.2,10,0,0,"winter"
2024-01-15,1,15,18,1646,0,0,22.1,6.5,1,26.3,9,0,0,"winter"
2024-01-15,1,15,19,1111,0,0,19.6,5.9,0,23,18,0,0,"winter"
2024-01-15,1,15,20,731,0,0,17.6,5,0,20.2,29,0,0,"winter"
2024-01-15,1,15,21,534,0,0,15.7,5.4,0,18,38,0,0,"winter"
2024-01-15,1,15,22,255,0,0,14.6,5.9,0,16.8,44,0,0,"winter"
2024-01-15,1,15,23,114,0,0,13.9,6.2,0,16,48,0,0,"winter"
2024-01-16,1,16,0,47,0,0,12.9,5,0,14.8,54,0,0,"winter"
2024-01-16,1,16,5,104,0,0,9.1,4,0,11,64,0,0,"winter"
2024-01-16,1,16,6,445,0,0,8.1,3.4,0,9.8,71,0,0,"winter"
2024-01-16,1,16,7,806,0,0,7.8,2.9,0,9.4,75,0,0,"winter"
2024-01-16,1,16,8,1242,0,0,8.1,3.3,1,9.7,76,0,0,"winter"
2024-01-16,1,16,9,786,0,0,11.5,1.6,1,12.6,67,0,0,"winter"
2024-01-16,1,16,10,604,0,0,15.1,3.2,1,16.5,52,0,0,"winter"
2024-01-16,1,16,11,617,0,0,18.9,4,1,20.1,41,0,0,"winter"
2024-01-16,1,16,12,649,0,0,22.3,2.3,1,22,40,0,1,"winter"
2024-01-16,1,16,13,823,0,0,25.4,0.7,1,24.3,35,0,1,"winter"
2024-01-16,1,16,14,1011,0,0,27.3,1,1,26.2,31,0,1,"winter"
2024-01-16,1,16,15,947,0,0,27.1,5.8,1,28.1,22,0,1,"winter"
2024-01-16,1,16,16,944,0,0,24.5,12.6,1,28.9,10,0,3,"winter"
2024-01-16,1,16,17,1261,0,0,23,13.7,1,27.9,10,0,3,"winter"
2024-01-16,1,16,18,1639,0,0,22.7,9.3,1,26.3,17,0,3,"winter"
2024-01-16,1,16,19,1201,0,0,21.6,5,0,23.5,30,0,3,"winter"
2024-01-16,1,16,20,782,0,0,19.4,5.8,0,21.2,37,0,3,"winter"
2024-01-16,1,16,21,558,0,0,17.8,6.5,0,19.7,42,0,3,"winter"
2024-01-16,1,16,22,307,0,0,16.7,6.5,0,18.7,43,0,3,"winter"
2024-01-16,1,16,23,150,0,0,15.4,5.8,0,17.6,41,0,3,"winter"
